nTrial,Block,Endowment,ITI,ISI,L_Option,R_Option
1,3,32,0.5575,1,8,0
2,2,16,1.365,1,0,1
3,3,32,2.98,1,0,3
4,2,32,1.365,1,0,2
5,3,16,4.595,1,0,1
6,2,32,1.365,1,8,0
7,3,16,1.365,1,0,1
8,3,16,0.5575,1,4,0
9,2,16,0.5575,1,4,0
10,3,32,1.365,1,16,0
11,2,32,1.365,1,0,3
12,2,32,1.365,1,0,16
13,2,32,0.5575,1,0,16
14,3,16,2.98,1,0,2
15,3,16,1.365,1,1,0
16,3,16,2.98,1,0,8
17,3,32,2.98,1,0,8
18,2,32,0.5575,1,3,0
19,2,16,2.98,1,1,0
20,2,16,4.595,1,0,8
21,2,16,0.5575,1,0,4
22,3,16,0.5575,1,2,0
23,3,16,1.365,1,8,0
24,3,16,0.5575,1,0,8
25,2,16,0.5575,1,0,1
26,3,16,0.5575,1,4,0
27,3,32,0.5575,1,0,2
28,2,16,0.5575,1,0,4
29,2,32,2.98,1,0,3
30,3,16,0.5575,1,0,4
31,2,16,1.365,1,8,0
32,3,32,0.5575,1,3,0
33,2,32,0.5575,1,0,16
34,2,16,0.5575,1,2,0
35,2,16,4.595,1,4,0
36,3,32,0.5575,1,0,3
37,2,32,2.98,1,0,3
38,3,32,1.365,1,8,0
39,2,16,0.5575,1,0,8
40,3,16,0.5575,1,0,8
41,2,32,6.21,1,8,0
42,3,32,1.365,1,0,2
43,2,32,0.5575,1,2,0
44,3,16,0.5575,1,0,2
45,3,32,0.5575,1,16,0
46,3,16,1.365,1,0,1
47,2,32,0.5575,1,0,3
48,2,16,0.5575,1,0,1
