nTrial,Block,Endowment,ITI,ISI,L_Option,R_Option
1,2,32,0.5575,1,0,3
2,2,32,4.595,1,0,3
3,3,32,0.5575,1,0,8
4,2,32,2.98,1,0,2
5,3,32,4.595,1,0,8
6,2,32,1.365,1,3,0
7,2,32,0.5575,1,0,8
8,3,32,0.5575,1,0,16
9,3,16,0.5575,1,1,0
10,2,16,1.365,1,0,8
11,3,16,0.5575,1,0,4
12,3,16,0.5575,1,0,8
13,3,16,0.5575,1,2,0
14,3,16,0.5575,1,0,8
15,3,16,0.5575,1,1,0
16,2,16,0.5575,1,4,0
17,3,32,1.365,1,2,0
18,2,16,0.5575,1,0,1
19,3,16,0.5575,1,2,0
20,2,32,0.5575,1,0,8
21,2,32,0.5575,1,2,0
22,3,32,0.5575,1,3,0
23,3,16,1.365,1,2,0
24,2,32,1.365,1,0,3
25,2,32,0.5575,1,0,3
26,3,32,6.21,1,2,0
27,2,16,0.5575,1,1,0
28,2,16,1.365,1,0,4
29,3,16,1.365,1,0,8
30,2,32,2.98,1,0,16
31,3,16,1.365,1,8,0
32,3,16,2.98,1,4,0
33,2,16,0.5575,1,2,0
34,2,32,0.5575,1,0,2
35,2,32,1.365,1,0,16
36,2,32,4.595,1,0,8
37,2,16,0.5575,1,8,0
38,2,32,1.365,1,0,2
39,3,16,2.98,1,0,4
40,3,16,2.98,1,1,0
41,2,16,0.5575,1,8,0
42,3,32,1.365,1,0,3
43,3,16,2.98,1,0,1
44,2,16,0.5575,1,8,0
45,3,16,1.365,1,2,0
46,3,32,2.98,1,16,0
47,3,16,1.365,1,0,4
48,2,32,0.5575,1,8,0
