nTrial,Block,Endowment,ITI,ISI,L_Option,R_Option
1,3,16,1.365,1,0,8
2,2,32,1.365,1,8,0
3,2,16,1.365,1,1,0
4,3,32,0.5575,1,8,0
5,3,32,0.5575,1,16,0
6,3,32,0.5575,1,0,8
7,2,32,1.365,1,3,0
8,2,32,2.98,1,0,16
9,3,16,0.5575,1,0,8
10,2,32,2.98,1,8,0
11,2,32,2.98,1,0,16
12,2,16,1.365,1,8,0
13,2,16,0.5575,1,0,1
14,3,16,0.5575,1,1,0
15,3,16,1.365,1,8,0
16,2,16,0.5575,1,0,1
17,2,16,0.5575,1,2,0
18,3,16,0.5575,1,1,0
19,2,16,0.5575,1,0,1
20,3,16,1.365,1,0,8
21,2,16,1.365,1,0,2
22,3,32,0.5575,1,0,3
23,3,16,2.98,1,0,2
24,3,16,4.595,1,1,0
25,2,16,0.5575,1,4,0
26,3,32,0.5575,1,2,0
27,2,32,0.5575,1,0,8
28,3,32,2.98,1,0,3
29,2,16,0.5575,1,2,0
30,2,32,2.98,1,3,0
31,2,32,0.5575,1,2,0
32,2,32,0.5575,1,8,0
33,3,32,0.5575,1,16,0
34,2,16,4.595,1,0,8
35,3,16,2.98,1,0,2
36,3,16,1.365,1,0,4
37,3,32,6.21,1,0,3
38,3,32,1.365,1,0,2
39,2,16,0.5575,1,0,2
40,2,32,0.5575,1,2,0
41,3,16,0.5575,1,4,0
42,3,32,1.365,1,0,3
43,3,16,1.365,1,0,4
44,2,16,4.595,1,0,4
45,3,16,0.5575,1,0,4
46,3,16,1.365,1,1,0
47,2,16,0.5575,1,8,0
48,2,32,0.5575,1,16,0
