nTrial,Block,Endowment,ITI,ISI,L_Option,R_Option
1,3,32,4.595,1,0,3
2,2,16,2.98,1,0,1
3,2,16,0.5575,1,4,0
4,2,32,1.365,1,0,2
5,2,16,0.5575,1,0,4
6,2,32,0.5575,1,0,16
7,2,32,0.5575,1,16,0
8,2,16,0.5575,1,4,0
9,2,32,1.365,1,2,0
10,3,32,1.365,1,0,3
11,2,32,0.5575,1,2,0
12,3,16,1.365,1,0,1
13,3,16,0.5575,1,0,4
14,3,32,0.5575,1,0,3
15,3,16,0.5575,1,0,1
16,3,32,2.98,1,0,16
17,2,32,2.98,1,0,16
18,3,32,6.21,1,16,0
19,3,32,0.5575,1,0,8
20,3,32,0.5575,1,8,0
21,3,16,0.5575,1,2,0
22,3,16,1.365,1,0,8
23,2,16,0.5575,1,0,8
24,3,16,0.5575,1,0,1
25,3,32,1.365,1,0,8
26,2,16,1.365,1,0,1
27,3,16,0.5575,1,4,0
28,2,16,0.5575,1,0,1
29,3,32,0.5575,1,2,0
30,3,16,0.5575,1,0,2
31,3,16,1.365,1,0,8
32,3,32,0.5575,1,0,8
33,2,32,4.595,1,8,0
34,2,32,1.365,1,0,8
35,2,16,0.5575,1,0,8
36,2,16,2.98,1,2,0
37,3,16,1.365,1,1,0
38,2,32,0.5575,1,0,3
39,3,16,2.98,1,0,8
40,2,16,2.98,1,8,0
41,2,32,0.5575,1,0,3
42,3,32,1.365,1,3,0
43,2,32,2.98,1,3,0
44,2,32,4.595,1,3,0
45,3,16,1.365,1,1,0
46,3,32,0.5575,1,0,16
47,2,16,0.5575,1,0,4
48,2,32,1.365,1,3,0
