nTrial,Block,Endowment,ITI,ISI,L_Option,R_Option
1,2,16,1.365,1,0,2
2,2,16,2.98,1,8,0
3,2,32,4.595,1,3,0
4,3,32,1.365,1,0,2
5,3,32,0.5575,1,16,0
6,3,32,1.365,1,0,2
7,2,32,6.21,1,16,0
8,3,32,1.365,1,8,0
9,2,32,0.5575,1,3,0
10,2,32,1.365,1,8,0
11,3,32,2.98,1,16,0
12,3,32,0.5575,1,2,0
13,2,16,0.5575,1,0,2
14,3,16,0.5575,1,0,4
15,3,32,2.98,1,0,8
16,2,32,1.365,1,3,0
17,3,16,0.5575,1,4,0
18,2,32,0.5575,1,0,16
19,3,16,2.98,1,0,8
20,2,32,0.5575,1,0,16
21,2,16,0.5575,1,0,1
22,2,32,0.5575,1,2,0
23,2,16,0.5575,1,0,8
24,3,32,2.98,1,0,2
25,3,16,1.365,1,1,0
26,2,32,2.98,1,16,0
27,3,32,0.5575,1,0,3
28,3,16,1.365,1,2,0
29,2,32,1.365,1,8,0
30,3,32,0.5575,1,0,3
31,3,32,0.5575,1,0,3
32,2,32,1.365,1,8,0
33,3,32,0.5575,1,16,0
34,2,32,0.5575,1,0,3
35,3,16,0.5575,1,8,0
36,3,32,1.365,1,3,0
37,3,32,0.5575,1,0,8
38,2,16,0.5575,1,0,4
39,3,16,4.595,1,4,0
40,2,32,0.5575,1,0,8
41,2,16,0.5575,1,1,0
42,3,32,1.365,1,2,0
43,2,32,0.5575,1,0,2
44,3,32,1.365,1,0,3
45,2,16,4.595,1,0,4
46,2,16,0.5575,1,1,0
47,3,32,0.5575,1,0,16
48,2,16,2.98,1,0,1
