nTrial,Block,Endowment,ITI,ISI,L_Option,R_Option
1,2,16,2.98,1,0,2
2,3,32,0.5575,1,0,3
3,2,32,1.365,1,2,0
4,3,16,0.5575,1,0,1
5,3,32,4.595,1,2,0
6,3,32,0.5575,1,3,0
7,2,16,0.5575,1,2,0
8,3,16,6.21,1,1,0
9,2,16,0.5575,1,1,0
10,2,32,0.5575,1,16,0
11,3,32,0.5575,1,2,0
12,2,32,0.5575,1,16,0
13,2,16,0.5575,1,4,0
14,3,16,1.365,1,0,8
15,3,32,0.5575,1,3,0
16,2,32,0.5575,1,16,0
17,2,32,1.365,1,0,8
18,2,16,1.365,1,8,0
19,2,32,1.365,1,8,0
20,2,32,0.5575,1,2,0
21,3,16,0.5575,1,4,0
22,3,16,0.5575,1,0,2
23,2,32,1.365,1,0,8
24,2,16,4.595,1,4,0
25,3,32,0.5575,1,16,0
26,2,32,1.365,1,8,0
27,3,16,2.98,1,0,8
28,3,16,1.365,1,1,0
29,2,32,1.365,1,2,0
30,2,32,0.5575,1,0,2
31,3,32,0.5575,1,16,0
32,3,32,0.5575,1,8,0
33,3,32,2.98,1,16,0
34,2,16,0.5575,1,0,8
35,3,32,0.5575,1,0,3
36,2,16,0.5575,1,0,2
37,3,16,2.98,1,0,4
38,3,32,2.98,1,0,3
39,2,16,1.365,1,1,0
40,3,32,0.5575,1,2,0
41,3,32,0.5575,1,0,8
42,2,32,0.5575,1,0,16
43,3,16,2.98,1,0,4
44,2,32,2.98,1,3,0
45,3,32,4.595,1,8,0
46,2,16,1.365,1,0,2
47,3,32,1.365,1,16,0
48,2,16,1.365,1,2,0
