Trial,cLeft,cRight,Partner,Reciprocate,ISI,ITI
1,2,8,3,0,5.000000e-01,8.075000e-01
2,0,4,2,1,5.000000e-01,8.075000e-01
3,2,0,2,1,5.000000e-01,8.075000e-01
4,8,0,1,1,5.000000e-01,4.037500e+00
5,2,8,2,1,2,8.075000e-01
6,4,2,2,0,2,8.075000e-01
7,8,2,2,0,5.000000e-01,8.075000e-01
8,0,8,3,0,5.000000e-01,8.075000e-01
9,0,4,1,1,5.000000e-01,2.422500e+00
10,8,2,2,0,2,8.075000e-01
11,4,8,3,1,3.500000e+00,8.075000e-01
12,0,8,1,0,2,8.075000e-01
13,0,4,3,1,5.000000e-01,2.422500e+00
14,2,4,3,1,2,8.075000e-01
15,8,2,1,0,2,2.422500e+00
16,4,2,1,1,5.000000e-01,2.422500e+00
17,2,8,1,0,3.500000e+00,5.652500e+00
18,2,0,3,1,2,2.422500e+00
19,2,0,1,1,5.000000e-01,5.652500e+00
20,8,2,1,1,3.500000e+00,2.422500e+00
21,8,0,2,1,5.000000e-01,2.422500e+00
22,4,2,1,0,3.500000e+00,8.075000e-01
23,8,4,1,0,5.000000e-01,4.037500e+00
24,4,0,2,0,2,8.882500e+00
25,0,4,1,0,5.000000e-01,8.075000e-01
26,0,2,3,0,2,4.037500e+00
27,4,2,2,1,5.000000e-01,2.422500e+00
28,2,8,3,0,2,8.075000e-01
29,0,8,3,1,5.000000e-01,2.422500e+00
30,4,8,2,1,5.000000e-01,7.267500e+00
31,2,0,2,0,5.000000e-01,8.075000e-01
32,8,2,3,1,2,8.075000e-01
33,2,0,1,0,2,8.075000e-01
34,4,8,2,0,2,7.267500e+00
35,4,0,3,0,5.000000e-01,8.075000e-01
36,2,4,3,0,2,8.075000e-01
37,0,8,2,0,2,2.422500e+00
38,4,8,1,1,5.000000e-01,4.037500e+00
39,4,8,3,0,5.000000e-01,4.037500e+00
40,8,2,2,1,5.000000e-01,8.075000e-01
41,2,8,3,1,5.000000e-01,2.422500e+00
42,8,2,1,1,5.000000e-01,8.075000e-01
