TrialNumber,nTrial,Block,Endowment,ITI,ISI,L_Option,R_Option,ran,order,cue_Onset,endowment_onset,endowment_offset,ISI_onset,ISI_offset,decision_onset,resp,rt,resp_onset,decision_offset,trialDuration,ITIonset,ITIoffset
1,1,2,32,0.5575,1,0,8,1.0,0.0,4.501156,5.4901576,5.507225,5.5073514,6.5077157,6.507902,2.0,1.2996445,7.8075466,10.274492,3.7672272,10.275255,10.834826
2,2,3,16,0.5575,1,8,0,1.0,1.0,11.417644,12.323745,12.339871,12.339973,13.339916,13.340066,1.0,1.0335767,14.373643,17.10755,3.7680366,17.108212,17.6677
3,3,2,32,0.5575,1,3,0,1.0,2.0,18.168343,19.156818,19.173798,19.173872,20.173946,20.174086,2.0,2.0662928,22.24038,23.940935,3.7673957,23.941587,24.500843
4,4,2,16,0.5575,1,4,0,1.0,3.0,25.00091,25.990131,26.007252,26.007324,27.00692,27.007061,1.0,1.1165411,28.123602,30.775019,3.7684796,30.775642,31.334917
5,5,2,32,4.595,1,3,0,1.0,4.0,31.833992,32.823406,32.840496,32.84057,33.83994,33.840084,2.0,1.8669473,35.70703,37.60805,3.768503,37.60869,42.204685
6,6,3,32,2.98,1,0,8,1.0,5.0,42.765446,43.690014,43.707153,43.707226,44.706932,44.707073,2.0,1.4999242,46.206997,48.47435,3.7677977,48.47497,51.455933
7,7,2,32,0.5575,1,16,0,1.0,6.0,51.950603,52.94008,52.9572,52.957275,53.95654,53.956696,1.0,1.4007494,55.357445,57.72393,3.7677677,57.724564,58.28359
8,8,2,32,0.5575,1,0,3,1.0,7.0,58.784058,59.773426,59.79049,59.790615,60.79061,60.790756,1.0,1.9834012,62.774155,64.55695,3.7667248,64.55758,65.11695
9,9,3,32,2.98,1,2,0,1.0,8.0,65.69348,66.607475,66.62347,66.6236,67.624,67.624146,2.0,1.3328309,68.95698,71.39102,3.7674012,71.391655,74.37342
10,10,2,16,1.365,1,0,8,1.0,9.0,74.883736,75.87327,75.890495,75.890564,76.88991,76.890045,2.0,1.4503243,78.34037,80.65638,3.766868,80.65701,82.02298
11,11,3,32,0.5575,1,0,2,1.0,10.0,82.589134,83.507065,83.52326,83.52334,84.52295,84.52309,1.0,1.5341504,86.05724,88.28991,3.7673452,88.290535,88.84994
