TrialNumber,nTrial,Block,Endowment,ITI,ISI,L_Option,R_Option,ran,order,cue_Onset,endowment_onset,endowment_offset,ISI_onset,ISI_offset,decision_onset,resp,rt,resp_onset,decision_offset,trialDuration,ITIonset,ITIoffset
1,1,3,32,0.5575,1,0,3,1.0,0.0,4.573406,5.50787,5.5249743,5.5250998,6.525347,6.525506,1.0,2.1330528,8.658559,10.291141,3.7662067,10.291827,10.851856
2,2,3,32,6.21,1,0,8,1.0,1.0,11.430835,12.34141,12.357648,12.357714,13.3576765,13.35781,2.0,1.3174433,14.675254,17.124207,3.7668743,17.124783,23.336988
3,3,2,32,4.595,1,16,0,1.0,2.0,23.835741,24.824389,24.841635,24.8417,25.840849,25.84098,1.0,1.7669914,27.607973,29.60838,3.7678692,29.60895,34.20678
4,4,3,16,1.365,1,0,2,1.0,3.0,34.807526,35.691025,35.70824,35.708305,36.708427,36.708565,2.0,1.3831915,38.091755,40.47485,3.7667742,40.475452,41.841854
5,5,2,32,1.365,1,0,3,1.0,4.0,42.364063,43.341106,43.358166,43.35823,44.358257,44.3584,2.0,1.2831796,45.64158,48.125134,3.767195,48.125694,49.49196
6,6,3,16,0.5575,1,8,0,1.0,5.0,50.060333,50.990868,51.008286,51.008354,52.008163,52.008297,1.0,1.5500128,53.55831,55.773888,3.7660518,55.774445,56.33398
7,7,3,16,0.5575,1,1,0,1.0,6.0,56.864506,57.824795,57.841003,57.84107,58.84094,58.841072,1.0,1.2505411,60.091614,62.607697,3.7671018,62.608276,63.16803
8,8,2,32,0.5575,1,16,0,1.0,7.0,63.669056,64.65771,64.67484,64.67494,65.675064,65.6752,1.0,1.3499105,67.02511,69.44179,3.7670615,69.44236,70.002014
9,9,3,32,0.5575,1,3,0,1.0,8.0,70.56173,71.49121,71.50869,71.508804,72.5088,72.508934,1.0,1.415425,73.92436,76.27602,3.767545,76.27658,76.837456
10,10,3,32,0.5575,1,0,16,1.0,9.0,77.39892,78.32429,78.3417,78.34177,79.341934,79.34208,2.0,1.2329253,80.575005,83.10888,3.7672665,83.109436,83.66931
11,11,3,16,0.5575,1,0,8,1.0,10.0,84.22276,85.15817,85.17476,85.17482,86.175026,86.17516,2.0,0.9832276,87.158394,89.94192,3.7672174,89.94248,90.50207
12,12,3,16,0.5575,1,0,1,1.0,11.0,91.04562,91.992195,92.00887,92.00894,93.00844,93.008575,2.0,1.6663684,94.67495,96.7749,3.7667956,96.775475,97.33457
13,13,2,32,0.5575,1,16,0,1.0,12.0,97.835724,98.82426,98.8415,98.84157,99.840866,99.841,1.0,1.016875,100.85788,103.609055,3.7685263,103.60963,104.17076
14,14,3,16,1.365,1,0,8,1.0,13.0,104.729004,105.65766,105.6747,105.67477,106.6749,106.67504,2.0,1.3327817,108.00782,110.4429,3.7683406,110.44348,111.80985
15,15,2,32,2.98,1,0,8,1.0,14.0,112.31871,113.30777,113.32472,113.32479,114.32503,114.325165,2.0,1.1660699,115.491234,118.09203,3.7673204,118.09258,121.073746
16,16,3,16,0.5575,1,0,8,1.0,15.0,121.67905,122.55757,122.57469,122.57477,123.57579,123.57593,2.0,0.7825413,124.35847,127.342896,3.7677293,127.34382,127.90364
17,17,2,32,1.365,1,0,8,1.0,16.0,128.40207,129.39084,129.40814,129.4082,130.4079,130.40804,2.0,0.8835372,131.29158,134.17488,3.767301,134.17543,135.54207
18,18,2,16,1.365,1,0,4,1.0,17.0,136.05202,137.04083,137.05807,137.05814,138.05798,138.05812,2.0,1.3501076,139.40823,141.82475,3.767111,141.82533,143.19148
19,19,2,16,4.595,1,0,2,1.0,18.0,143.70195,144.69092,144.70804,144.70811,145.70728,145.70741,2.0,1.0507538,146.75816,149.47394,3.7669988,149.4745,154.07098
20,20,3,32,0.5575,1,0,16,1.0,19.0,154.63159,155.55756,155.57462,155.57468,156.57495,156.57509,2.0,0.7833322,157.35843,160.34125,3.7666142,160.3418,160.90207
21,21,2,32,0.5575,1,0,2,1.0,20.0,161.40239,162.39091,162.40804,162.40811,163.40788,163.40802,1.0,1.4835696,164.89159,167.17488,3.7673328,167.17545,167.73491
22,22,2,32,1.365,1,0,3,1.0,21.0,168.23535,169.22408,169.24133,169.2414,170.24059,170.2407,1.0,1.2008405,171.44156,174.00714,3.766897,174.0077,175.37392
23,23,2,32,0.5575,1,0,2,1.0,22.0,175.86856,176.8574,176.87462,176.87468,177.87396,177.8741,1.0,1.0672847,178.94138,181.64125,3.7676187,181.64182,182.20177
24,24,3,32,1.365,1,0,8,1.0,23.0,182.79245,183.69144,183.70792,183.70798,184.70789,184.70802,2.0,1.3001429,186.00816,188.47377,3.766234,188.47435,189.84032
25,25,3,16,0.5575,1,1,0,1.0,24.0,190.38857,191.32448,191.34119,191.34125,192.34135,192.34148,2.0,1.6998017,194.04129,196.1089,3.7678833,196.10947,196.66858
26,26,2,16,1.365,1,0,4,1.0,25.0,197.16884,198.15778,198.17491,198.17503,199.17517,199.17531,2.0,0.9162221,200.09152,202.94128,3.7664387,202.94183,204.30785
27,27,3,16,2.98,1,4,0,1.0,26.0,204.8598,205.8079,205.82455,205.82462,206.82394,206.82407,1.0,1.2669175,208.09099,210.59134,3.7677402,210.5919,213.57394
28,28,3,32,0.5575,1,3,0,1.0,27.0,214.1208,215.05788,215.07436,215.07442,216.07385,216.074,2.0,1.7841666,217.85817,219.83987,3.7663639,219.84047,220.40028
29,29,2,16,1.365,1,0,8,1.0,28.0,220.902,221.89064,221.90814,221.90822,222.90875,222.9089,2.0,1.4491258,224.35802,226.67488,3.7664423,226.67543,228.04187
30,30,2,32,0.5575,1,2,0,1.0,29.0,228.55185,229.54062,229.55817,229.55829,230.55936,230.5595,2.0,1.3647486,231.92424,234.3266,3.7675586,234.32715,234.88623
31,31,3,32,0.5575,1,0,3,1.0,30.0,235.46854,236.37453,236.39066,236.39072,237.3909,237.39102,2.0,0.9832395,238.37427,241.15823,3.7676842,241.15881,241.7192
32,32,2,32,0.5575,1,2,0,1.0,31.0,242.21906,243.20732,243.22449,243.22456,244.22495,244.22508,2.0,1.5322474,245.75732,247.99275,3.7681313,247.9933,248.55394
33,33,3,16,0.5575,1,0,4,1.0,32.0,249.09915,250.04115,250.0577,250.05777,251.05786,251.058,2.0,0.8999243,251.95793,254.82497,3.7674775,254.82558,255.38503
34,34,2,16,2.98,1,0,1,1.0,33.0,255.88525,256.87387,256.89148,256.8916,257.89194,257.8921,1.0,1.249266,259.14136,261.65793,3.7662988,261.65848,264.6399
35,35,3,16,2.98,1,2,0,1.0,34.0,265.20132,266.124,266.1411,266.14117,267.14188,267.142,1.0,0.9489628,268.09097,270.90887,3.7673147,270.90942,273.8909
36,36,2,32,0.5575,1,16,0,1.0,35.0,274.4018,275.39056,275.40765,275.40775,276.40787,276.408,1.0,1.1832805,277.59128,280.17487,3.7673483,280.17545,280.73492
