Trial,cLeft,cRight,Partner,Reciprocate,ISI,ITI
1,4,0,3,1,2,2.422500e+00
2,4,2,3,0,2,8.075000e-01
3,2,8,3,0,5.000000e-01,2.422500e+00
4,4,2,3,1,5.000000e-01,8.075000e-01
5,0,4,2,0,5.000000e-01,2.422500e+00
6,8,2,2,0,5.000000e-01,8.075000e-01
7,2,8,1,1,2,8.075000e-01
8,2,0,2,1,2,8.075000e-01
9,4,0,1,0,5.000000e-01,4.037500e+00
10,0,2,3,1,5.000000e-01,5.652500e+00
11,0,4,3,0,3.500000e+00,2.422500e+00
12,4,2,2,0,2,8.882500e+00
13,8,0,3,0,3.500000e+00,8.075000e-01
14,2,0,3,0,2,8.075000e-01
15,8,0,2,0,2,8.075000e-01
16,8,4,2,0,2,8.075000e-01
17,2,4,1,0,5.000000e-01,7.267500e+00
18,8,4,1,1,5.000000e-01,4.037500e+00
19,0,2,1,0,5.000000e-01,8.075000e-01
20,2,4,1,1,2,2.422500e+00
21,4,8,2,1,5.000000e-01,2.422500e+00
22,8,4,1,0,5.000000e-01,8.075000e-01
23,0,2,1,1,5.000000e-01,8.075000e-01
24,8,4,3,0,3.500000e+00,4.037500e+00
25,2,8,3,1,2,8.075000e-01
26,2,8,3,0,5.000000e-01,8.075000e-01
27,2,8,3,1,2,2.422500e+00
28,8,2,2,1,5.000000e-01,2.422500e+00
29,2,8,1,0,5.000000e-01,8.075000e-01
30,8,2,2,1,5.000000e-01,7.267500e+00
31,2,0,2,0,3.500000e+00,4.037500e+00
32,8,0,2,1,2,8.075000e-01
33,8,2,1,1,5.000000e-01,4.037500e+00
34,2,8,1,0,5.000000e-01,8.075000e-01
35,0,8,1,0,5.000000e-01,8.075000e-01
36,0,8,3,1,5.000000e-01,2.422500e+00
37,0,8,1,1,2,8.075000e-01
38,4,8,3,1,5.000000e-01,2.422500e+00
39,4,0,1,1,5.000000e-01,5.652500e+00
40,4,0,2,1,2,2.422500e+00
41,4,2,2,1,2,8.075000e-01
42,2,8,2,0,5.000000e-01,8.075000e-01
