TrialNumber,Trial,cLeft,cRight,Partner,Reciprocate,ISI,ITI,ran,order,onset,bpress,resp,resp_onset,highlow,rt,ISIpad,ISI_onset,ISI_offset,outcome_onset,outcome_offset,duration,ITI_onset,ITI_offset
1,1,8,4,3,0,2,8.075000e-01,1.0,0.0,4.041676,1.0,8,5.9057326,high,1.8640563,1.1359437,6.4254827,10.791401,10.796269,12.798674,8.756998,12.799118,13.60004
2,2,0,8,3,0,5.000000e-01,7.267500e+00,1.0,1.0,13.613225,2.0,8,15.855913,high,2.2426884,0.7573117,16.376072,18.863394,18.863794,20.866674,7.2534494,20.867056,28.13213
3,3,2,8,2,1,2,8.075000e-01,1.0,2.0,28.252077,1.0,2,30.089088,low,1.8370113,1.1629887,30.60831,35.00313,35.005352,37.008,8.75592,37.008385,37.8104
4,4,2,0,2,0,5.000000e-01,5.652500e+00,1.0,3.0,37.925316,1.0,2,39.50636,high,1.5810411,1.4189589,40.025333,43.17536,43.177467,45.17902,7.2537036,45.179417,50.82876
5,5,2,8,2,1,5.000000e-01,2.422500e+00,1.0,4.0,50.944412,2.0,8,52.872963,high,1.9285481,1.0714519,53.393105,56.194614,56.196507,58.198112,7.2536983,58.198498,60.616978
6,6,8,2,2,0,5.000000e-01,7.267500e+00,1.0,5.0,60.73402,1.0,8,62.75608,high,2.0220578,0.9779422,63.275227,65.98462,65.98641,67.988144,7.254124,67.98855,75.25208
7,7,8,0,2,1,5.000000e-01,4.037500e+00,1.0,6.0,75.36629,1.0,8,77.23945,high,1.8731565,1.1268435,77.759346,80.61696,80.61901,82.62165,7.2553587,82.62205,86.654976
8,8,8,0,3,1,5.000000e-01,8.075000e-01,1.0,7.0,86.6663,1.0,8,88.42232,high,1.7560235,1.2439765,88.942184,91.916954,91.91892,93.92096,7.254663,93.92134,94.72398
9,9,8,4,2,0,2,8.075000e-01,1.0,8.0,94.83564,2.0,4,96.939384,low,2.1037402,0.8962598,97.459145,101.58587,101.58764,103.58996,8.75432,103.59034,104.39355
10,10,2,4,2,0,5.000000e-01,2.422500e+00,1.0,9.0,104.50304,2.0,4,106.30597,high,1.8029325,1.1970675,106.826195,109.75399,109.75439,111.75739,7.2543583,111.757935,114.17587
