Trial,cLeft,cRight,Partner,Reciprocate,ISI,ITI
1,0,2,2,1,2,8.882500e+00
2,2,4,2,0,3.500000e+00,8.075000e-01
3,8,2,3,1,5.000000e-01,5.652500e+00
4,0,8,3,0,5.000000e-01,4.037500e+00
5,8,2,2,0,2,5.652500e+00
6,4,0,1,0,5.000000e-01,2.422500e+00
7,0,2,1,0,5.000000e-01,8.075000e-01
8,0,4,2,0,2,8.075000e-01
9,4,8,1,0,5.000000e-01,8.075000e-01
10,4,8,2,1,3.500000e+00,8.075000e-01
11,8,4,1,1,5.000000e-01,4.037500e+00
12,8,2,3,1,2,4.037500e+00
13,4,8,2,0,2,8.075000e-01
14,4,8,3,1,5.000000e-01,2.422500e+00
15,2,8,1,1,5.000000e-01,2.422500e+00
16,4,2,3,0,5.000000e-01,2.422500e+00
17,2,8,2,1,2,8.075000e-01
18,4,0,3,1,2,2.422500e+00
19,2,4,2,1,5.000000e-01,8.075000e-01
20,0,2,2,0,5.000000e-01,8.075000e-01
21,0,8,3,1,2,8.075000e-01
22,4,0,2,1,5.000000e-01,8.075000e-01
23,0,8,1,1,5.000000e-01,8.075000e-01
24,8,2,1,0,2,2.422500e+00
25,0,8,2,0,5.000000e-01,2.422500e+00
26,2,0,1,1,5.000000e-01,8.075000e-01
27,2,8,3,0,5.000000e-01,2.422500e+00
28,2,8,2,0,5.000000e-01,8.075000e-01
29,4,2,1,0,2,7.267500e+00
30,8,4,3,0,3.500000e+00,7.267500e+00
31,4,2,1,1,2,8.075000e-01
32,2,0,3,0,2,8.075000e-01
33,8,2,3,0,3.500000e+00,8.075000e-01
34,8,2,1,0,5.000000e-01,2.422500e+00
35,8,2,2,1,2,8.075000e-01
36,2,4,3,1,5.000000e-01,8.075000e-01
37,0,8,2,1,2,4.037500e+00
38,2,0,3,1,5.000000e-01,2.422500e+00
39,0,8,1,0,5.000000e-01,2.422500e+00
40,8,2,1,1,2,8.075000e-01
41,0,4,3,0,5.000000e-01,8.075000e-01
42,4,0,1,1,5.000000e-01,4.037500e+00
