onset	duration	trial_type	response_time	Endowment	Decision	Offer
4.503654	2	cue_nonsocial	n/a	32	n/a	n/a
4.503654	2	cue_nonsocial_high	n/a	32	n/a	n/a
6.510975	1.599487	dec_nonsocial_high	1.599487	32	n/a	16
6.510975	1.599487	dec_nonsocial_high_accept	1.599487	32	accept	16
11.337160	2	cue_nonsocial	n/a	32	n/a	n/a
11.337160	2	cue_nonsocial_high	n/a	32	n/a	n/a
13.343981	1.049757	dec_nonsocial_high	1.049757	32	n/a	8
13.343981	1.049757	dec_nonsocial_high_accept	1.049757	32	accept	8
18.987576	2	cue_nonsocial	n/a	16	n/a	n/a
18.987576	2	cue_nonsocial_low	n/a	16	n/a	n/a
20.993960	1.216116	dec_nonsocial_low	1.216116	16	n/a	2
20.993960	1.216116	dec_nonsocial_low_reject	1.216116	16	reject	2
25.892368	2	cue_social	n/a	16	n/a	n/a
25.892368	2	cue_social_low	n/a	16	n/a	n/a
27.827316	1.066484	dec_social_low	1.066484	16	n/a	8
27.827316	1.066484	dec_social_low_accept	1.066484	16	accept	8
32.712750	2	cue_social	n/a	16	n/a	n/a
32.712750	2	cue_social_low	n/a	16	n/a	n/a
34.659690	1.250833	dec_social_low	1.250833	16	n/a	8
34.659690	1.250833	dec_social_low_accept	1.250833	16	accept	8
41.904125	2	cue_nonsocial	n/a	32	n/a	n/a
41.904125	2	cue_nonsocial_high	n/a	32	n/a	n/a
43.910740	1.365902	dec_nonsocial_high	1.365902	32	n/a	8
43.910740	1.365902	dec_nonsocial_high_accept	1.365902	32	accept	8
49.553955	2	cue_nonsocial	n/a	32	n/a	n/a
49.553955	2	cue_nonsocial_high	n/a	32	n/a	n/a
51.560740	1.433035	dec_nonsocial_high	1.433035	32	n/a	16
51.560740	1.433035	dec_nonsocial_high_accept	1.433035	32	accept	16
56.387120	2	cue_nonsocial	n/a	16	n/a	n/a
56.387120	2	cue_nonsocial_low	n/a	16	n/a	n/a
58.393528	0.883603	dec_nonsocial_low	0.883603	16	n/a	2
58.393528	0.883603	dec_nonsocial_low_reject	0.883603	16	reject	2
65.728840	2	cue_social	n/a	16	n/a	n/a
65.728840	2	cue_social_low	n/a	16	n/a	n/a
67.659920	2.233414	dec_social_low	2.233414	16	n/a	2
67.659920	2.233414	dec_social_low_accept	2.233414	16	accept	2
73.396580	2	cue_social	n/a	32	n/a	n/a
73.396580	2	cue_social_high	n/a	32	n/a	n/a
75.309880	0.966547	dec_social_high	0.966547	32	n/a	8
75.309880	0.966547	dec_social_high_accept	0.966547	32	accept	8
82.625060	2	cue_social	n/a	16	n/a	n/a
82.625060	2	cue_social_low	n/a	16	n/a	n/a
84.560590	1.399666	dec_social_low	1.399666	16	n/a	2
84.560590	1.399666	dec_social_low_reject	1.399666	16	reject	2
89.387405	2	cue_nonsocial	n/a	32	n/a	n/a
89.387405	2	cue_nonsocial_high	n/a	32	n/a	n/a
91.392920	1.384052	dec_nonsocial_high	1.384052	32	n/a	8
91.392920	1.384052	dec_nonsocial_high_accept	1.384052	32	accept	8
96.220440	2	cue_nonsocial	n/a	32	n/a	n/a
96.220440	2	cue_nonsocial_high	n/a	32	n/a	n/a
98.227325	1.165919	dec_nonsocial_high	1.165919	32	n/a	3
98.227325	1.165919	dec_nonsocial_high_reject	1.165919	32	reject	3
105.487310	2	cue_nonsocial	n/a	32	n/a	n/a
105.487310	2	cue_nonsocial_high	n/a	32	n/a	n/a
107.493890	1.649504	dec_nonsocial_high	1.649504	32	n/a	8
107.493890	1.649504	dec_nonsocial_high_accept	1.649504	32	accept	8
112.320760	2	cue_nonsocial	n/a	32	n/a	n/a
112.320760	2	cue_nonsocial_high	n/a	32	n/a	n/a
114.326965	1.016051	dec_nonsocial_high	1.016051	32	n/a	2
114.326965	1.016051	dec_nonsocial_high_reject	1.016051	32	reject	2
121.675880	2	cue_social	n/a	16	n/a	n/a
121.675880	2	cue_social_low	n/a	16	n/a	n/a
123.593590	1.683058	dec_social_low	1.683058	16	n/a	8
123.593590	1.683058	dec_social_low_accept	1.683058	16	accept	8
128.420620	2	cue_nonsocial	n/a	16	n/a	n/a
128.420620	2	cue_nonsocial_low	n/a	16	n/a	n/a
130.427030	1.300111	dec_nonsocial_low	1.300111	16	n/a	8
130.427030	1.300111	dec_nonsocial_low_accept	1.300111	16	accept	8
139.348620	2	cue_social	n/a	16	n/a	n/a
139.348620	2	cue_social_low	n/a	16	n/a	n/a
141.293520	1.266112	dec_social_low	1.266112	16	n/a	2
141.293520	1.266112	dec_social_low_reject	1.266112	16	reject	2
146.175870	2	cue_social	n/a	32	n/a	n/a
146.175870	2	cue_social_high	n/a	32	n/a	n/a
148.126170	1.484231	dec_social_high	1.484231	32	n/a	8
148.126170	1.484231	dec_social_high_accept	1.484231	32	accept	8
152.954180	2	cue_nonsocial	n/a	32	n/a	n/a
152.954180	2	cue_nonsocial_high	n/a	32	n/a	n/a
154.960980	2.564972	dec_nonsocial_high	2.564972	32	n/a	8
154.960980	2.564972	dec_nonsocial_high_accept	2.564972	32	accept	8
160.647840	2	cue_social	n/a	16	n/a	n/a
160.647840	2	cue_social_low	n/a	16	n/a	n/a
162.609400	1.350789	dec_social_low	1.350789	16	n/a	1
162.609400	1.350789	dec_social_low_reject	1.350789	16	reject	1
168.236980	2	cue_nonsocial	n/a	16	n/a	n/a
168.236980	2	cue_nonsocial_low	n/a	16	n/a	n/a
170.243330	1.033446	dec_nonsocial_low	1.033446	16	n/a	2
170.243330	1.033446	dec_nonsocial_low_reject	1.033446	16	reject	2
175.158830	2	cue_social	n/a	32	n/a	n/a
175.158830	2	cue_social_high	n/a	32	n/a	n/a
177.075940	1.100819	dec_social_high	1.100819	32	n/a	2
177.075940	1.100819	dec_social_high_reject	1.100819	32	reject	2
181.957610	2	cue_social	n/a	32	n/a	n/a
181.957610	2	cue_social_high	n/a	32	n/a	n/a
183.910430	1.483104	dec_social_high	1.483104	32	n/a	2
183.910430	1.483104	dec_social_high_reject	1.483104	32	reject	2
188.789730	2	cue_social	n/a	32	n/a	n/a
188.789730	2	cue_social_high	n/a	32	n/a	n/a
190.742610	3.766946	missed_trial	n/a	32.000000	n/a	n/a
199.603470	2	cue_nonsocial	n/a	32	n/a	n/a
199.603470	2	cue_nonsocial_high	n/a	32	n/a	n/a
201.609900	0.900211	dec_nonsocial_high	0.900211	32	n/a	16
201.609900	0.900211	dec_nonsocial_high_accept	0.900211	32	accept	16
207.292470	2	cue_social	n/a	32	n/a	n/a
207.292470	2	cue_social_high	n/a	32	n/a	n/a
209.242650	0.934446	dec_social_high	0.934446	32	n/a	3
209.242650	0.934446	dec_social_high_reject	0.934446	32	reject	3
214.886890	2	cue_nonsocial	n/a	32	n/a	n/a
214.886890	2	cue_nonsocial_high	n/a	32	n/a	n/a
216.892530	1.584174	dec_nonsocial_high	1.584174	32	n/a	2
216.892530	1.584174	dec_nonsocial_high_reject	1.584174	32	reject	2
221.776250	2	cue_social	n/a	16	n/a	n/a
221.776250	2	cue_social_low	n/a	16	n/a	n/a
