Trial,cLeft,cRight,Partner,Reciprocate,ISI,ITI
1,8,2,1,0,5.000000e-01,8.075000e-01
2,8,0,2,0,2,8.075000e-01
3,8,0,1,0,5.000000e-01,2.422500e+00
4,0,8,1,1,2,8.075000e-01
5,4,0,3,1,2,4.037500e+00
6,4,2,3,0,5.000000e-01,8.075000e-01
7,8,2,3,0,2,2.422500e+00
8,2,8,2,1,5.000000e-01,2.422500e+00
9,0,2,2,1,2,8.075000e-01
10,0,8,3,1,2,2.422500e+00
11,8,2,3,1,5.000000e-01,5.652500e+00
12,4,0,1,1,5.000000e-01,8.075000e-01
13,2,4,2,0,5.000000e-01,4.037500e+00
14,4,0,2,1,2,8.075000e-01
15,2,0,1,0,2,8.075000e-01
16,0,2,3,0,5.000000e-01,7.267500e+00
17,2,0,1,1,3.500000e+00,4.037500e+00
18,0,8,3,0,5.000000e-01,2.422500e+00
19,8,2,3,0,2,8.075000e-01
20,4,0,2,0,2,8.075000e-01
21,2,0,3,1,5.000000e-01,2.422500e+00
22,4,2,3,1,5.000000e-01,2.422500e+00
23,4,2,1,1,2,2.422500e+00
24,8,2,1,1,5.000000e-01,2.422500e+00
25,2,0,2,0,3.500000e+00,8.075000e-01
26,4,8,1,1,2,4.037500e+00
27,4,2,1,0,5.000000e-01,7.267500e+00
28,4,8,2,1,5.000000e-01,8.075000e-01
29,8,2,2,1,2,8.075000e-01
30,2,8,3,1,2,8.075000e-01
31,8,2,2,0,5.000000e-01,8.075000e-01
32,4,0,3,0,5.000000e-01,8.075000e-01
33,2,4,2,1,5.000000e-01,8.075000e-01
34,8,0,2,1,5.000000e-01,8.075000e-01
35,8,2,2,0,3.500000e+00,2.422500e+00
36,4,8,3,0,5.000000e-01,8.075000e-01
37,4,0,1,0,5.000000e-01,5.652500e+00
38,4,8,1,0,3.500000e+00,8.882500e+00
39,2,8,1,0,5.000000e-01,8.075000e-01
40,8,4,2,0,5.000000e-01,2.422500e+00
41,2,8,1,1,5.000000e-01,8.075000e-01
42,4,8,3,1,2,4.037500e+00
