TrialNumber,nTrial,Block,Endowment,ITI,ISI,L_Option,R_Option,ran,order,cue_Onset,endowment_onset,endowment_offset,ISI_onset,ISI_offset,decision_onset,resp,rt,resp_onset,decision_offset,trialDuration,ITIonset,ITIoffset
1,1,2,16,1.365,1,4,0,1.0,0.0,4.50507,5.494068,5.511005,5.5111623,6.51099,6.511163,1.0,1.3838007,7.894964,10.277988,3.7674506,10.278737,11.645821
2,2,2,32,0.5575,1,0,2,1.0,1.0,12.15435,13.144038,13.16089,13.161016,14.161914,14.162057,2.0,1.7156442,15.877701,17.929867,3.7683463,17.930506,18.489578
3,3,3,16,1.365,1,2,0,1.0,2.0,19.066008,19.977972,19.994053,19.994192,20.993788,20.99393,1.0,1.8674153,22.861347,24.759966,3.7665744,24.760612,26.126692
4,4,3,32,1.365,1,0,8,1.0,3.0,26.701475,27.610676,27.626982,27.627083,28.627375,28.627527,2.0,1.1832159,29.810743,32.394924,3.7679267,32.395557,33.761852
5,5,3,16,0.5575,1,8,0,1.0,4.0,34.337196,35.26047,35.27756,35.277653,36.277412,36.27755,1.0,1.3004078,37.577957,40.04389,3.7668624,40.04451,40.603615
6,6,3,16,2.98,1,0,2,1.0,5.0,41.157005,42.09425,42.110725,42.11086,43.110924,43.111065,2.0,1.1337101,44.244774,46.87789,3.767356,46.878525,49.85954
7,7,3,16,1.365,1,0,4,1.0,6.0,50.424606,51.343723,51.36076,51.36086,52.36091,52.361046,2.0,1.7335577,54.094604,56.127953,3.7674255,56.12857,57.494595
8,8,2,16,0.5575,1,4,0,1.0,7.0,58.00452,58.993477,59.010666,59.01074,60.00992,60.01006,1.0,1.5846,61.594658,63.77665,3.767115,63.777275,64.33594
9,9,2,16,0.5575,1,0,2,1.0,8.0,64.83749,65.826965,65.84405,65.844124,66.84386,66.844,2.0,1.6167367,68.46074,70.611,3.7675326,70.61164,71.17104
10,10,2,32,0.5575,1,3,0,1.0,9.0,71.671684,72.660324,72.67781,72.67795,73.67786,73.678,2.0,1.7658843,75.443886,77.445915,3.7684388,77.44654,78.006516
11,11,3,32,0.5575,1,0,16,1.0,10.0,78.53734,79.49397,79.51018,79.510254,80.50995,80.510086,2.0,1.5008435,82.01093,84.2767,3.7671418,84.277336,84.836945
12,12,3,32,1.365,1,3,0,1.0,11.0,85.43884,86.327805,86.34448,86.34462,87.344406,87.34454,2.0,1.8660817,89.210625,91.11172,3.7676997,91.11235,92.47891
13,13,3,32,1.365,1,0,2,1.0,12.0,93.04152,93.97801,93.99438,93.994514,94.99488,94.995026,1.0,2.499635,97.49466,98.76169,3.767195,98.76232,100.12839
14,14,2,32,2.98,1,0,16,1.0,13.0,100.63743,101.62723,101.64443,101.64458,102.643906,102.64404,2.0,1.2164766,103.86052,106.410904,3.767388,106.41153,109.393005
15,15,2,16,1.365,1,2,0,1.0,14.0,109.887566,110.876854,110.89408,110.89416,111.89421,111.894356,1.0,1.650207,113.54456,115.65983,3.7659905,115.660446,117.02662
16,16,3,16,0.5575,1,4,0,1.0,15.0,117.58604,118.51047,118.527626,118.527756,119.52791,119.52805,1.0,1.04945,120.5775,123.29462,3.7670934,123.29524,123.85396
17,17,2,32,4.595,1,8,0,1.0,16.0,124.353966,125.34343,125.36041,125.3605,126.36081,126.36095,1.0,1.233405,127.59435,130.12791,3.7675016,130.12856,134.72493
18,18,2,32,0.5575,1,0,2,1.0,17.0,135.22089,136.21053,136.22789,136.22803,137.22894,137.22908,1.0,1.2485036,138.47758,140.99533,3.766796,140.99599,141.55476
19,19,3,32,4.595,1,2,0,1.0,18.0,142.11844,143.04361,143.06085,143.06097,144.0619,144.06204,2.0,1.7148744,145.77692,147.82994,3.768441,147.8306,152.42694
20,20,3,32,0.5575,1,0,2,1.0,19.0,152.9924,153.92706,153.944,153.94415,154.94391,154.94406,1.0,1.4504747,156.39453,158.71095,3.7674224,158.71158,159.27058
21,21,3,32,2.98,1,16,0,1.0,20.0,159.85762,160.76048,160.77667,160.77678,161.777,161.77713,1.0,1.2008747,162.978,165.54395,3.7673337,165.54457,168.52608
22,22,3,16,0.5575,1,8,0,1.0,21.0,169.08777,170.01036,170.02744,170.02756,171.02786,171.028,1.0,1.0157624,172.04376,174.79509,3.7676277,174.79573,175.35477
23,23,2,32,4.595,1,0,2,1.0,22.0,175.85397,176.84343,176.86073,176.86086,177.86095,177.86108,1.0,1.6500707,179.51115,181.62701,3.7664435,181.62762,186.22365
24,24,2,32,1.365,1,0,16,1.0,23.0,186.72089,187.71005,187.72734,187.72742,188.72688,188.72702,2.0,1.0842353,189.81125,192.49356,3.7670686,192.49419,193.86098
25,25,3,16,0.5575,1,1,0,1.0,24.0,194.42355,195.36081,195.37737,195.37749,196.37794,196.37808,2.0,1.3153521,197.69344,200.14478,3.7672274,200.14542,200.70491
26,26,2,16,0.5575,1,0,8,1.0,25.0,201.20403,202.19348,202.21088,202.21104,203.21196,203.21211,1.0,2.2319033,205.44402,206.97911,3.7675314,206.97975,207.53883
27,27,3,32,0.5575,1,0,16,1.0,26.0,208.08745,209.02733,209.04387,209.044,210.04492,210.04507,2.0,1.032757,211.07784,213.81197,3.7674267,213.8126,214.37296
28,28,2,16,0.5575,1,1,0,1.0,27.0,214.87038,215.85995,215.87737,215.87749,216.87708,216.87721,2.0,1.2502768,218.1275,220.64381,3.7671258,220.64445,221.20348
29,29,2,16,2.98,1,4,0,1.0,28.0,221.70392,222.69301,222.71066,222.71074,223.71036,223.7105,1.0,2.1836708,225.89417,227.47693,3.7669654,227.47755,230.45871
30,30,2,32,0.5575,1,0,16,1.0,29.0,230.95377,231.9435,231.96082,231.96095,232.96106,232.9612,2.0,1.2655548,234.22675,236.72891,3.7684236,236.72978,237.28996
31,31,2,32,1.365,1,0,16,1.0,30.0,237.78738,238.77676,238.79367,238.79376,239.79391,239.79405,2.0,0.9497094,240.74376,243.56094,3.767415,243.56157,244.92795
32,32,2,32,2.98,1,0,3,1.0,31.0,245.43753,246.42685,246.44362,246.44371,247.44392,247.44408,2.0,1.5162623,248.96033,251.21194,3.7683928,251.21257,254.19395
33,33,2,32,0.5575,1,0,2,1.0,32.0,254.70393,255.69301,255.71065,255.71072,256.7103,256.71042,1.0,2.0335257,258.74396,260.47794,3.768033,260.47858,261.0381
34,34,2,32,0.5575,1,2,0,1.0,33.0,261.53696,262.5265,262.54364,262.54373,263.54395,263.5441,2.0,2.1005607,265.64465,267.30994,3.766376,267.31058,267.86957
35,35,3,16,0.5575,1,4,0,1.0,34.0,268.4307,269.36017,269.3772,269.37735,270.37735,270.37747,1.0,1.0998696,271.47736,274.14563,3.768668,274.14624,274.70596
36,36,2,32,0.5575,1,0,3,1.0,35.0,275.20377,276.1935,276.2106,276.21075,277.21072,277.21088,2.0,1.9496955,279.16058,280.97754,3.767207,280.97818,281.53702
37,37,3,16,2.98,1,4,0,1.0,36.0,282.0943,283.02655,283.04385,283.04398,284.0434,284.04352,1.0,1.3337828,285.37732,287.81097,3.767985,287.8116,290.79294
38,38,3,32,1.365,1,8,0,1.0,37.0,291.33435,292.27713,292.29395,292.2941,293.29395,293.29407,1.0,1.2663037,294.5604,297.06094,3.7673874,297.06155,298.42767
39,39,3,32,0.5575,1,0,3,1.0,38.0,299.02133,299.9271,299.94345,299.94357,300.9444,300.94455,2.0,1.3496258,302.29416,304.71173,3.767714,304.71237,305.27176
40,40,3,16,0.5575,1,2,0,1.0,39.0,305.83008,306.76004,306.7769,306.777,307.77695,307.77707,2.0,2.6002014,310.3773,311.54288,3.7663732,311.54355,312.10303
41,41,2,32,6.21,1,0,8,1.0,40.0,312.60373,313.59338,313.61063,313.61075,314.61096,314.6111,2.0,1.282945,315.89404,318.37793,3.767357,318.37857,324.58997
42,42,2,16,0.5575,1,4,0,1.0,41.0,325.08667,326.0763,326.09384,326.09396,327.09445,327.0946,1.0,1.532548,328.62714,330.86206,3.7680106,330.86273,331.422
43,43,3,16,1.365,1,0,1,1.0,42.0,331.975,332.91052,332.92703,332.92715,333.92758,333.92773,1.0,1.366002,335.29373,337.69467,3.7675655,337.69543,339.06305
44,44,3,32,0.5575,1,0,16,1.0,43.0,339.66107,340.56012,340.57678,340.57687,341.57797,341.57812,2.0,1.0991982,342.6773,345.34393,3.7663484,345.34457,345.90347
45,45,2,32,1.365,1,0,16,1.0,44.0,346.40332,347.3933,347.41037,347.41052,348.4105,348.41064,2.0,1.0501018,349.46075,352.17603,3.7659214,352.17667,353.54294
46,46,3,32,0.5575,1,3,0,1.0,45.0,354.10794,355.02603,355.04346,355.04355,356.04303,356.04318,2.0,1.6666808,357.70984,359.81094,3.7683148,359.81158,360.37067
47,47,3,32,1.365,1,2,0,1.0,46.0,360.9239,361.86005,361.87668,361.87677,362.87674,362.8769,2.0,1.3335973,364.21048,366.64493,3.768549,366.64554,368.01202
48,48,2,16,2.98,1,2,0,1.0,47.0,368.52045,369.50958,369.52704,369.52716,370.52744,370.5276,2.0,1.8157237,372.3433,374.2951,3.768057,374.29575,377.27698
