Trial,cLeft,cRight,Partner,Reciprocate,ISI,ITI
1,8,4,1,0,5.000000e-01,4.037500e+00
2,0,8,2,1,2,8.075000e-01
3,8,0,1,1,5.000000e-01,4.037500e+00
4,8,2,1,1,5.000000e-01,2.422500e+00
5,0,4,3,1,5.000000e-01,8.075000e-01
6,2,0,1,0,2,5.652500e+00
7,0,4,1,0,5.000000e-01,4.037500e+00
8,8,2,1,1,2,2.422500e+00
9,0,4,2,1,2,8.075000e-01
10,2,4,3,1,2,8.075000e-01
11,0,2,3,0,2,8.075000e-01
12,2,8,3,0,2,4.037500e+00
13,2,8,2,0,5.000000e-01,2.422500e+00
14,4,0,3,0,5.000000e-01,8.075000e-01
15,8,4,1,1,5.000000e-01,8.075000e-01
16,2,0,1,1,5.000000e-01,8.075000e-01
17,8,4,3,0,5.000000e-01,2.422500e+00
18,4,2,1,1,5.000000e-01,2.422500e+00
19,2,8,1,0,3.500000e+00,7.267500e+00
20,2,4,2,0,2,8.075000e-01
21,2,8,2,1,2,8.075000e-01
22,2,8,1,0,2,8.075000e-01
23,4,2,3,0,5.000000e-01,8.882500e+00
24,0,2,3,1,5.000000e-01,8.075000e-01
25,4,2,1,0,2,8.075000e-01
26,8,2,2,1,3.500000e+00,8.075000e-01
27,2,0,2,0,2,2.422500e+00
28,4,8,2,1,5.000000e-01,2.422500e+00
29,8,4,2,0,3.500000e+00,5.652500e+00
30,2,0,2,1,5.000000e-01,2.422500e+00
31,2,8,2,0,2,7.267500e+00
32,8,0,2,0,5.000000e-01,2.422500e+00
33,8,2,3,0,2,8.075000e-01
34,0,8,3,1,2,8.075000e-01
35,4,0,1,1,5.000000e-01,8.075000e-01
36,4,0,2,0,5.000000e-01,8.075000e-01
37,0,8,1,0,5.000000e-01,4.037500e+00
38,8,2,3,1,3.500000e+00,8.075000e-01
39,4,8,3,1,5.000000e-01,2.422500e+00
40,2,8,3,1,5.000000e-01,2.422500e+00
41,2,4,2,1,5.000000e-01,8.075000e-01
42,0,8,3,0,5.000000e-01,8.075000e-01
