TrialNumber,nTrial,Block,Endowment,ITI,ISI,L_Option,R_Option,ran,order,cue_Onset,endowment_onset,endowment_offset,ISI_onset,ISI_offset,decision_onset,resp,rt,resp_onset,decision_offset,trialDuration,ITIonset,ITIoffset
1,1,3,16,1.365,1,0,2,1.0,0.0,4.5708966,5.503536,5.5207906,5.520964,6.5205054,6.5206795,1.0,0.9002591,7.4209385,10.286881,3.766864,10.287681,11.655414
2,2,2,32,1.365,1,0,2,1.0,1.0,12.164191,13.153542,13.170861,13.171005,14.170906,14.17105,2.0,0.5662793,14.7373295,17.937885,3.7673745,17.938528,19.30588
3,3,3,32,2.98,1,0,16,1.0,2.0,19.892876,20.80399,20.820404,20.820549,21.820019,21.82016,2.0,0.7508148,22.570974,25.587872,3.7682836,25.588562,28.570974
4,4,3,32,6.21,1,2,0,1.0,3.0,29.106266,30.070906,30.087053,30.087198,31.086515,31.086658,2.0,0.8011108,31.88777,34.85291,3.7667902,34.85357,41.065582
5,5,2,32,0.5575,1,0,16,1.0,4.0,41.563713,42.553272,42.570953,42.5711,43.571545,43.571693,2.0,0.6491688,44.22086,47.337936,3.7670736,47.338917,47.898605
6,6,2,32,2.98,1,0,16,1.0,5.0,48.397835,49.387016,49.40393,49.404057,50.40489,50.405056,2.0,0.68267,51.087727,54.171917,3.7674043,54.17258,57.154953
7,7,3,16,0.5575,1,0,8,1.0,6.0,57.744556,58.65354,58.66976,58.66985,59.669987,59.67013,2.0,0.6836678,60.353798,63.4372,3.767622,63.437862,63.99693
8,8,2,16,0.5575,1,0,1,1.0,7.0,64.49755,65.48696,65.50384,65.503975,66.504074,66.50421,2.0,0.9835276,67.48774,70.27096,3.7672937,70.271614,70.83162
9,9,3,32,4.595,1,0,2,1.0,8.0,71.397934,72.32002,72.33715,72.33722,73.33696,73.337105,1.0,0.9334321,74.27054,77.104935,3.7683938,77.10562,81.70298
10,10,3,16,0.5575,1,0,1,1.0,9.0,82.26103,83.186775,83.20377,83.2039,84.20397,84.20411,1.0,1.2335163,85.43763,87.970955,3.7673833,87.97162,88.53196
11,11,2,16,0.5575,1,0,4,1.0,10.0,89.03091,90.02028,90.03725,90.037384,91.03797,91.03811,2.0,1.0995201,92.137634,94.80497,3.7673929,94.805626,95.36464
12,12,2,16,1.365,1,0,8,1.0,11.0,95.86412,96.85352,96.87069,96.87082,97.87096,97.87109,2.0,0.9499612,98.82106,101.638405,3.7678695,101.63908,103.00496
